0,0,8,24,8,24,1
5,59,15,4,15,4,0
13,87,75,39,75,39,0
5,21,49,11,14,39,0
9,21,31,24,31,24,0
12,46,82,87,28,23,0
0,1,13,11,13,11,0
2,12,76,94,76,94,0
0,0,34,21,34,21,0
0,0,62,112,62,112,0
11,63,85,2,85,2,0
17,48,45,18,45,18,0
11,1,15,4,15,4,0
8,15,82,62,14,60,0
0,9,76,81,10,13,1
4,64,98,215,98,215,0
5,0,13,0,13,0,0
0,10,58,136,58,136,0
0,41,104,160,28,77,0
8,14,98,54,98,54,0
2,35,14,70,14,70,0
0,19,11,161,11,161,0
11,161,84,103,12,15,0
2,17,65,79,65,79,0
0,4,66,125,66,125,0
66,125,58,2,58,2,0
0,13,31,53,92,128,0
0,20,34,5,5,28,1
0,16,35,10,23,30,1
14,23,37,2,14,123,0
4,40,19,93,0,33,0
9,25,28,111,28,111,0
0,0,7,58,7,58,0
0,16,58,13,58,13,0
4,10,99,91,99,91,0
0,2,37,0,37,0,0
0,56,0,20,0,20,0
0,54,107,102,103,61,0
9,11,0,1,0,1,0
8,20,63,109,63,109,0
0,0,42,49,42,49,0
42,49,64,48,64,48,0
6,1,7,10,7,10,0
8,26,75,129,68,160,0
0,0,0,12,0,12,0
16,3,4,2,16,22,0
0,32,62,1,62,1,0
0,2,110,143,110,143,0
13,61,40,59,0,29,0
0,0,54,177,0,42,1
0,0,14,92,0,0,1
0,0,0,80,72,86,1
0,0,0,0,1,0,1
85,39,36,117,36,117,1
0,13,11,0,11,0,0
0,14,59,9,114,120,1
114,120,103,46,4,70,1
0,3,106,21,0,15,1
53,116,59,4,78,119,0
7,20,110,103,110,103,0
32,81,73,149,83,47,0
0,0,47,11,47,11,0
17,99,90,48,90,48,0
2,25,48,76,48,194,0
2,14,28,22,35,46,0
0,0,70,175,50,74,0
0,19,154,149,154,149,1
4,44,36,135,36,135,1
12,4,40,135,20,40,0
15,26,2,154,18,253,0
0,32,0,59,0,59,0
0,26,102,11,6,247,0
0,0,25,102,25,102,0
16,93,2,2,2,2,0
0,0,44,31,20,35,0
0,26,17,6,17,6,0
0,0,91,24,39,70,0
0,7,10,26,14,35,0
8,13,20,19,20,19,1
2,50,77,126,77,126,0
0,15,0,41,44,24,0
44,24,4,75,19,21,0
0,0,19,13,16,47,0
16,47,19,68,34,21,1
0,9,33,55,33,55,1
7,0,72,26,0,9,0
0,5,11,39,11,39,0
0,9,57,30,50,63,0
8,20,140,36,3,45,1
19,22,22,10,22,10,0
10,40,34,25,34,25,0
9,12,59,186,59,186,0
0,1,2,18,2,18,0
2,18,26,30,18,0,0
0,0,0,69,0,69,0
23,13,49,108,49,108,0
49,108,54,92,54,92,0
0,0,52,167,52,167,0
42,28,30,150,30,150,0
13,18,24,113,107,240,0
1,38,169,191,75,89,0
0,0,42,42,42,42,0
0,0,41,17,41,17,0
14,64,0,2,0,2,0
0,0,25,7,25,7,0
25,7,71,9,71,9,0
0,0,193,212,65,134,0
5,41,7,13,21,86,1
0,55,172,205,172,205,0
0,3,157,193,51,5,1
2,21,27,75,10,81,0
5,35,157,179,38,131,0
0,29,44,86,44,86,1
0,4,84,162,114,132,0
0,2,134,125,13,28,0
13,28,64,10,64,10,0
0,21,54,162,54,162,0
54,162,124,247,124,247,0
10,62,153,193,153,193,0
10,27,48,3,4,0,1
4,0,69,6,69,6,1
0,12,120,128,145,98,0
0,0,38,0,38,0,0
6,22,24,64,24,64,0
2,5,6,54,22,56,0
14,45,88,86,88,86,0
10,27,45,50,92,46,0
0,11,27,137,14,36,1
39,17,51,198,90,274,0
6,29,0,145,0,145,0
46,70,87,196,128,205,0
0,1,163,172,163,172,0
0,0,23,2,22,26,1
18,8,161,223,161,223,0
0,8,46,107,0,109,1
0,0,0,30,0,30,0
9,50,45,113,66,156,0
4,49,57,219,57,219,1
4,16,29,70,0,0,0
9,31,14,8,0,24,1
0,11,53,143,6,179,0
0,0,33,44,0,11,0
32,0,42,140,42,140,0
4,7,3,0,2,2,0
18,71,90,130,90,130,0
0,4,76,185,76,185,0
7,49,31,54,31,54,0
14,28,18,91,18,91,0
0,18,88,78,28,35,1
0,21,20,55,20,55,0
7,19,32,10,4,56,0
55,65,37,236,37,236,1
0,19,57,182,57,182,0
18,2,53,2,6,0,0
22,46,222,166,6,131,0
0,0,4,24,5,95,0
0,31,48,8,53,12,1
27,22,60,190,60,190,0
14,8,36,122,46,202,1
9,14,18,3,18,3,0
18,3,61,99,8,98,0
8,98,42,112,42,112,0
8,21,159,121,45,183,0
0,0,1,49,78,17,0
8,11,72,9,72,9,0
0,0,38,14,71,57,1
104,116,240,102,240,102,0
3,20,18,30,18,30,1
0,0,194,219,194,219,0
21,82,82,267,82,267,0
0,0,30,127,30,127,0
20,23,74,103,74,103,0
0,0,72,130,72,130,0
14,25,0,0,0,0,0
0,0,0,32,0,77,0
0,10,100,51,100,51,0
0,0,65,81,65,81,0
0,0,13,0,13,0,0
13,0,89,108,91,178,0
22,40,26,65,26,65,0
0,20,52,92,52,92,0
12,6,0,197,0,197,1
6,26,70,91,32,55,1
6,9,50,68,40,107,0
9,50,72,34,72,34,1
2,24,6,0,6,0,0
0,0,9,9,0,29,1
0,0,0,32,0,32,0
0,1,37,6,37,6,0
28,69,19,9,19,9,0
9,21,3,5,0,0,0
15,1,66,159,62,132,0
16,9,77,20,77,20,0
2,10,36,34,88,24,0
0,14,5,91,5,91,0
62,15,16,65,16,65,1
0,0,37,207,83,100,1
0,0,0,0,12,39,0
30,56,71,179,36,263,0
0,10,86,125,86,125,1
0,2,79,168,79,168,0
1,21,92,51,92,51,0
0,46,33,20,33,20,0
24,14,53,114,53,114,0
0,54,1,13,1,13,0
0,10,54,144,54,144,0
0,10,139,95,73,56,0
6,83,68,55,68,55,0
0,0,180,284,180,284,0
0,4,235,111,76,52,0
76,52,35,116,35,116,0
2,27,47,6,78,114,0
0,26,4,41,42,44,0
0,6,77,0,77,0,1
17,36,121,166,40,224,0
5,20,74,187,74,187,0
0,31,64,106,64,106,0
0,31,43,93,43,93,0
28,12,67,107,67,107,0
0,36,173,245,173,245,0
0,15,39,76,20,76,0
65,29,24,19,4,99,0
2,14,74,98,74,98,0
0,40,66,330,66,330,0
7,29,15,91,15,91,0
0,0,70,297,70,297,0
1,38,41,123,41,123,0
0,5,164,245,164,245,0
33,22,107,108,107,108,0
103,79,97,27,23,10,0
11,38,65,63,65,63,0
16,66,169,106,169,106,0
36,83,12,146,12,146,0
4,24,91,206,91,206,0
0,2,107,118,107,118,0
1,8,74,83,74,83,0
11,20,52,91,52,91,0
0,7,13,90,0,1,0
0,2,36,179,36,179,0
8,2,56,108,56,108,0
3,22,161,178,161,178,0
9,2,41,61,41,61,0
0,14,37,37,37,37,0
0,22,47,2,47,2,0
10,63,268,235,268,235,0
11,30,196,287,196,287,0
0,8,41,79,41,79,0
0,52,64,112,64,112,1
0,2,35,128,35,128,0
0,26,111,209,38,99,0
0,6,75,9,75,9,0
0,6,154,162,154,162,0
0,2,118,92,118,92,0
0,0,315,196,315,196,0
18,47,48,16,48,16,0
48,16,24,68,24,68,0
0,0,98,169,98,169,0
0,0,52,60,52,60,1
0,35,135,112,135,112,0
0,5,108,101,108,101,0
0,0,65,276,65,276,0
0,2,43,67,43,67,0
0,8,55,98,55,98,0
0,19,32,169,32,169,0
0,16,86,72,86,72,0
19,3,72,71,63,120,0
0,0,45,75,45,75,0
5,22,50,57,50,57,0
0,26,1,4,1,4,0
0,12,16,210,8,34,0
0,0,14,46,14,46,0
0,3,88,72,88,72,0
0,0,69,92,69,92,1
0,0,2,51,2,51,0
0,0,18,52,18,52,0
15,0,78,93,21,6,0
8,14,29,30,138,120,0
0,17,42,71,42,71,0
0,7,44,54,73,195,0
7,3,119,122,119,122,0
0,7,19,59,3,17,1
0,0,21,23,21,23,0
2,32,74,65,74,65,0
0,51,66,62,66,62,0
0,7,73,137,73,137,0
1,3,20,85,20,85,0
0,0,1,100,1,100,0
0,25,97,51,83,130,0
0,0,58,62,58,62,0
6,35,6,4,6,4,0
0,6,26,8,29,13,0
0,13,64,158,64,158,0
4,49,71,76,71,76,0
0,47,50,80,50,80,0
0,16,73,4,73,4,1
12,2,31,155,17,15,0
3,24,74,118,74,118,0
0,0,33,99,33,99,0
0,2,70,8,70,8,0
11,2,148,116,52,82,0
2,10,125,136,22,179,0
10,25,158,52,0,2,0
0,28,1,47,1,47,0
0,0,36,59,36,59,1
0,3,6,56,6,56,1
6,56,69,33,69,33,0
0,16,99,107,99,107,0
19,6,41,105,41,105,0
0,16,59,150,59,150,0
0,0,86,170,86,170,0
6,14,6,103,32,81,0
13,28,58,41,58,41,0
0,0,86,227,86,227,0
0,0,21,162,21,162,0
0,7,94,167,94,167,0
0,17,36,18,36,18,0
0,7,40,65,40,65,0
40,65,9,44,9,44,0
2,11,31,1,54,160,0
0,1,106,47,106,47,0
0,0,118,194,118,194,0
19,26,57,74,47,251,0
0,10,16,121,16,121,0
2,0,65,195,58,83,0
0,23,26,105,26,105,0
6,16,18,20,18,20,0
2,6,42,61,42,61,0
1,44,32,32,32,32,0
15,40,49,36,49,36,0
28,57,38,3,21,161,0
0,7,32,12,32,12,0
13,113,76,295,76,295,1
0,1,40,56,40,56,1
0,60,2,5,4,20,0
2,21,67,54,54,227,0
4,57,96,36,96,36,0
14,32,26,87,26,87,0
26,87,68,128,2,193,0
1,22,209,304,209,304,0
6,15,258,121,258,121,0
0,2,40,135,40,135,0
6,88,68,54,68,54,0
0,0,0,0,1,0,1
4,17,55,202,55,202,1
14,37,129,130,69,215,0
9,77,12,45,12,45,0
0,12,73,20,73,20,0
0,28,39,5,33,127,1
0,4,57,140,57,140,0
0,4,28,6,0,3,0
8,17,72,7,33,60,1
0,20,43,40,76,13,1
0,0,44,91,7,179,1
14,71,89,34,89,34,0
0,3,57,161,57,161,0
44,76,58,25,58,25,0
22,35,20,170,124,147,1
0,21,61,298,12,76,0
48,40,130,173,130,173,1
9,43,44,105,44,105,0
28,42,55,174,14,143,0
0,8,177,276,177,276,0
0,2,43,129,2,4,0
4,12,63,221,44,44,0
0,20,28,128,14,42,1
0,0,78,68,78,68,0
0,23,37,174,0,25,1
0,2,86,106,86,106,0
0,22,0,43,26,30,1
20,31,18,60,0,5,0
3,66,139,92,63,71,0
0,29,24,51,24,51,0
9,25,129,181,23,47,0
0,6,76,134,76,134,0
0,13,51,56,55,127,0
0,6,55,34,55,34,0
1,21,69,173,24,54,0
4,23,91,34,107,90,0
10,25,86,95,35,104,0
0,0,140,34,0,84,1
0,3,57,32,57,32,0
0,27,14,140,20,142,1
0,65,8,79,121,118,0
0,18,10,29,3,0,0
12,26,59,154,11,92,0
19,73,78,6,78,6,0
0,0,2,5,2,5,0
4,50,9,14,53,38,1
6,35,112,206,112,206,1
1,45,49,131,49,131,0
24,56,45,159,45,159,1
6,45,135,86,62,204,0
1,33,21,134,0,51,0
0,1,94,107,35,39,0
9,34,56,13,56,13,0
56,13,121,167,28,61,1
0,0,100,29,113,188,0
6,28,23,153,33,91,1
33,91,33,91,33,91,1
0,14,127,120,127,120,0
2,31,143,210,24,97,0
0,0,10,47,0,0,1
0,12,0,72,0,72,1
0,14,18,39,18,39,1
6,18,31,0,58,77,0
0,0,68,2,4,57,1
0,52,49,36,49,36,0
0,9,73,94,73,94,1
18,27,0,30,0,30,0
0,5,110,33,71,157,0
0,0,32,83,32,83,0
53,60,27,18,17,7,1
16,6,70,65,7,30,1
12,46,0,64,5,73,1
6,34,58,124,71,33,0
42,23,12,0,69,16,1
2,4,124,225,124,225,1
